time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1727242309610549771,-1.503,0.0,0.0,0.0,0.0,0.0
1727242309624223534,-1.479,0.0,0.0,0.0,0.0,0.0
1727242309640365228,-1.447,0.0,0.0,0.0,0.0,0.0
1727242309656481323,-1.439,0.0,0.0,0.0,0.0,0.0
1727242309680653817,-1.423,0.0,0.0,0.0,0.0,0.0
1727242309710788102,-1.423,0.0,0.0,0.0,0.0,0.0
1727242309749051901,-1.415,0.0,0.0,0.0,0.0,0.0
1727242309810444372,-1.415,0.0,0.0,0.0,0.0,0.0
1727242309884610017,-1.423,0.0,0.0,0.0,0.0,0.0
1727242309900769678,-1.439,0.0,0.0,0.0,0.0,0.0
1727242309915689015,-1.439,0.0,0.0,0.0,0.0,0.0
1727242309920481496,-1.455,0.0,0.0,0.0,0.0,0.0
1727242309936534931,-1.471,0.0,0.0,0.0,0.0,0.0
1727242309952749610,-1.503,0.0,0.0,0.0,0.0,0.0
1727242309968588497,-1.542,0.0,0.0,0.0,0.0,0.0
1727242309980424208,-1.582,0.0,0.0,0.0,0.0,0.0
1727242310000320415,-1.638,0.0,0.0,0.0,0.0,0.0
1727242310011273235,-1.638,0.0,0.0,0.0,0.0,0.0
1727242310016357364,-1.686,0.0,0.0,0.0,0.0,0.0
1727242310048480314,-1.734,0.0,0.0,0.0,0.0,0.0
1727242310056748015,-1.765,0.0,0.0,0.0,0.0,0.0
1727242310068560881,-1.797,0.0,0.0,0.0,0.0,0.0
1727242310076678945,-1.829,0.0,0.0,0.0,0.0,0.0
1727242310092502236,-1.853,0.0,0.0,0.0,0.0,0.0
1727242310110791657,-1.853,0.0,0.0,0.0,0.0,0.0
1727242310112373609,-1.877,0.0,0.0,0.0,0.0,0.0
1727242310124340632,-1.901,0.0,0.0,0.0,0.0,0.0
1727242310144325779,-1.909,0.0,0.0,0.0,0.0,0.0
1727242310156346574,-1.925,0.0,0.0,0.0,0.0,0.0
1727242310180477127,-1.941,0.0,0.0,0.0,0.0,0.0
1727242310204608633,-1.949,0.0,0.0,0.0,0.0,0.0
1727242310210906940,-1.949,0.0,0.0,0.0,0.0,0.0
1727242310280586760,-1.941,0.0,0.0,0.0,0.0,0.0
1727242310296390031,-1.925,0.0,0.0,0.0,0.0,0.0
1727242310308259796,-1.893,0.0,0.0,0.0,0.0,0.0
1727242310311257183,-1.893,0.0,0.0,0.0,0.0,0.0
1727242310328363431,-1.829,0.0,0.0,0.0,0.0,0.0
1727242310344727634,-1.742,0.0,0.0,0.0,0.0,0.0
1727242310360441036,-1.638,0.0,0.0,0.0,0.0,0.0
1727242310376443068,-1.542,0.0,0.0,0.0,0.0,0.0
1727242310388623650,-1.431,0.0,0.0,0.0,0.0,0.0
1727242310411424289,-1.431,0.0,0.0,0.0,0.0,0.0
1727242310412287587,-1.335,0.0,0.0,0.0,0.0,0.0
1727242310420301752,-1.216,0.0,0.0,0.0,0.0,0.0
1727242310444431280,-1.081,0.0,0.0,0.0,0.0,0.0
1727242310456364847,-0.985,0.0,0.0,0.0,0.0,0.0
1727242310476378058,-0.881,0.0,0.0,0.0,0.0,0.0
1727242310484218086,-0.794,0.0,0.0,0.0,0.0,0.0
1727242310504367207,-0.69,0.0,0.0,0.0,0.0,0.0
1727242310511248699,-0.69,0.0,0.0,0.0,0.0,0.0
1727242310516225679,-0.627,0.0,0.0,0.0,0.0,0.0
1727242310536309227,-0.579,0.0,0.0,0.0,0.0,0.0
1727242310560435273,-0.531,0.0,0.0,0.0,0.0,0.0
1727242310572340734,-0.499,0.0,0.0,0.0,0.0,0.0
1727242310588351216,-0.483,0.0,0.0,0.0,0.0,0.0
1727242310611375774,-0.483,0.0,0.0,0.0,0.0,0.0
1727242310692649755,-0.499,0.0,0.0,0.0,0.0,0.0
1727242310708581796,-0.515,0.0,0.0,0.0,0.0,0.0
1727242310710498388,-0.515,0.0,0.0,0.0,0.0,0.0
1727242310724403863,-0.531,0.0,0.0,0.0,0.0,0.0
1727242310736527178,-0.563,0.0,0.0,0.0,0.0,0.0
1727242310752554440,-0.595,0.0,0.0,0.0,0.0,0.0
1727242310768717261,-0.627,0.0,0.0,0.0,0.0,0.0
1727242310784743466,-0.658,0.0,0.0,0.0,0.0,0.0
1727242310800587905,-0.682,0.0,0.0,0.0,0.0,0.0
1727242310810698138,-0.682,0.0,0.0,0.0,0.0,0.0
1727242310820464188,-0.698,0.0,0.0,0.0,0.0,0.0
1727242310832391075,-0.722,0.0,0.0,0.0,0.0,0.0
1727242310848682444,-0.746,0.0,0.0,0.0,0.0,0.0
1727242310864696621,-0.778,0.0,0.0,0.0,0.0,0.0
1727242310880478820,-0.802,0.0,0.0,0.0,0.0,0.0
1727242310892478029,-0.834,0.0,0.0,0.0,0.0,0.0
1727242310913843014,-0.834,0.0,0.0,0.0,0.0,0.0
1727242310916377549,-0.865,0.0,0.0,0.0,0.0,0.0
1727242310924571710,-0.897,0.0,0.0,0.0,0.0,0.0
1727242310940581195,-0.937,0.0,0.0,0.0,0.0,0.0
1727242310956564908,-0.969,0.0,0.0,0.0,0.0,0.0
1727242310968463532,-1.009,0.0,0.0,0.0,0.0,0.0
1727242310984431182,-1.041,0.0,0.0,0.0,0.0,0.0
1727242311000623334,-1.081,0.0,0.0,0.0,0.0,0.0
1727242311010451767,-1.081,0.0,0.0,0.0,0.0,0.0
1727242311016419873,-1.12,0.0,0.0,0.0,0.0,0.0
1727242311036575870,-1.152,0.0,0.0,0.0,0.0,0.0
1727242311052505678,-1.176,0.0,0.0,0.0,0.0,0.0
1727242311076507362,-1.2,0.0,0.0,0.0,0.0,0.0
1727242311084364163,-1.224,0.0,0.0,0.0,0.0,0.0
1727242311096513271,-1.256,0.0,0.0,0.0,0.0,0.0
1727242311110412922,-1.256,0.0,0.0,0.0,0.0,0.0
1727242311112340427,-1.28,0.0,0.0,0.0,0.0,0.0
1727242311124411839,-1.304,0.0,0.0,0.0,0.0,0.0
1727242311148693121,-1.319,0.0,0.0,0.0,0.0,0.0
1727242311164814524,-1.335,0.0,0.0,0.0,0.0,0.0
1727242311176590828,-1.343,0.0,0.0,0.0,0.0,0.0
1727242311211325553,-1.343,0.0,0.0,0.0,0.0,0.0
1727242311276720524,-1.335,0.0,0.0,0.0,0.0,0.0
1727242311288534990,-1.319,0.0,0.0,0.0,0.0,0.0
1727242311308776215,-1.304,0.0,0.0,0.0,0.0,0.0
1727242311310678576,-1.304,0.0,0.0,0.0,0.0,0.0
1727242311316482271,-1.288,0.0,0.0,0.0,0.0,0.0
1727242311336470938,-1.264,0.0,0.0,0.0,0.0,0.0
1727242311348664735,-1.232,0.0,0.0,0.0,0.0,0.0
1727242311368682688,-1.192,0.0,0.0,0.0,0.0,0.0
1727242311384588374,-1.152,0.0,0.0,0.0,0.0,0.0
1727242311404569225,-1.112,0.0,0.0,0.0,0.0,0.0
1727242311410366900,-1.112,0.0,0.0,0.0,0.0,0.0
1727242311412398686,-1.065,0.0,0.0,0.0,0.0,0.0
1727242311428543478,-1.017,0.0,0.0,0.0,0.0,0.0
1727242311444536987,-0.969,0.0,0.0,0.0,0.0,0.0
1727242311464610167,-0.937,0.0,0.0,0.0,0.0,0.0
1727242311472382557,-0.913,0.0,0.0,0.0,0.0,0.0
1727242311492622417,-0.897,0.0,0.0,0.0,0.0,0.0
1727242311508545565,-0.881,0.0,0.0,0.0,0.0,0.0
1727242311510348727,-0.881,0.0,0.0,0.0,0.0,0.0
1727242311610522594,-0.881,0.0,0.0,0.0,0.0,0.0
1727242311648659925,-0.897,0.0,0.0,0.0,0.0,0.0
1727242311664596023,-0.905,0.0,0.0,0.0,0.0,0.0
1727242311680588966,-0.913,0.0,0.0,0.0,0.0,0.0
1727242311696618918,-0.937,0.0,0.0,0.0,0.0,0.0
1727242311708608207,-0.953,0.0,0.0,0.0,0.0,0.0
1727242311710492198,-0.953,0.0,0.0,0.0,0.0,0.0
1727242311724584050,-0.969,0.0,0.0,0.0,0.0,0.0
1727242311740605791,-0.993,0.0,0.0,0.0,0.0,0.0
1727242311756630621,-1.017,0.0,0.0,0.0,0.0,0.0
1727242311772618657,-1.049,0.0,0.0,0.0,0.0,0.0
1727242311784480615,-1.081,0.0,0.0,0.0,0.0,0.0
1727242311804763424,-1.112,0.0,0.0,0.0,0.0,0.0
1727242311810293018,-1.112,0.0,0.0,0.0,0.0,0.0
1727242311820516884,-1.152,0.0,0.0,0.0,0.0,0.0
1727242311836594469,-1.184,0.0,0.0,0.0,0.0,0.0
1727242311852558007,-1.224,0.0,0.0,0.0,0.0,0.0
1727242311868563173,-1.272,0.0,0.0,0.0,0.0,0.0
1727242311880501491,-1.312,0.0,0.0,0.0,0.0,0.0
1727242311900638925,-1.359,0.0,0.0,0.0,0.0,0.0
1727242311913878893,-1.359,0.0,0.0,0.0,0.0,0.0
1727242311914323846,-1.415,0.0,0.0,0.0,0.0,0.0
1727242311928616634,-1.455,0.0,0.0,0.0,0.0,0.0
1727242311940599676,-1.503,0.0,0.0,0.0,0.0,0.0
1727242311968714132,-1.55,0.0,0.0,0.0,0.0,0.0
1727242311976597117,-1.614,0.0,0.0,0.0,0.0,0.0
1727242311996625422,-1.686,0.0,0.0,0.0,0.0,0.0
1727242312008584767,-1.758,0.0,0.0,0.0,0.0,0.0
1727242312010573877,-1.758,0.0,0.0,0.0,0.0,0.0
1727242312028669005,-1.821,0.0,0.0,0.0,0.0,0.0
1727242312044724420,-1.885,0.0,0.0,0.0,0.0,0.0
1727242312056576993,-1.949,0.0,0.0,0.0,0.0,0.0
1727242312072652617,-2.012,0.0,0.0,0.0,0.0,0.0
1727242312100736057,-2.06,0.0,0.0,0.0,0.0,0.0
1727242312110881033,-2.06,0.0,0.0,0.0,0.0,0.0
1727242312120767909,-2.164,0.0,0.0,0.0,0.0,0.0
1727242312132671754,-2.219,0.0,0.0,0.0,0.0,0.0
1727242312152685843,-2.259,0.0,0.0,0.0,0.0,0.0
1727242312164728838,-2.299,0.0,0.0,0.0,0.0,0.0
1727242312184800310,-2.339,0.0,0.0,0.0,0.0,0.0
1727242312200668186,-2.379,0.0,0.0,0.0,0.0,0.0
1727242312210446489,-2.379,0.0,0.0,0.0,0.0,0.0
1727242312220636173,-2.419,0.0,0.0,0.0,0.0,0.0
1727242312228651818,-2.45,0.0,0.0,0.0,0.0,0.0
1727242312248825141,-2.474,0.0,0.0,0.0,0.0,0.0
1727242312260702108,-2.498,0.0,0.0,0.0,0.0,0.0
1727242312280981760,-2.514,0.0,0.0,0.0,0.0,0.0
1727242312292728780,-2.53,0.0,0.0,0.0,0.0,0.0
1727242312308800750,-2.546,0.0,0.0,0.0,0.0,0.0
1727242312310570915,-2.546,0.0,0.0,0.0,0.0,0.0
1727242312324620686,-2.562,0.0,0.0,0.0,0.0,0.0
1727242312340848106,-2.57,0.0,0.0,0.0,0.0,0.0
1727242312356797394,-2.586,0.0,0.0,0.0,0.0,0.0
1727242312372972444,-2.594,0.0,0.0,0.0,0.0,0.0
1727242312400719232,-2.602,0.0,0.0,0.0,0.0,0.0
1727242312410879596,-2.602,0.0,0.0,0.0,0.0,0.0
1727242312511394184,-2.602,0.0,0.0,0.0,0.0,0.0
1727242312611389795,-2.602,0.0,0.0,0.0,0.0,0.0
1727242312612803215,-2.594,0.0,0.0,0.0,0.0,0.0
1727242312624696433,-2.586,0.0,0.0,0.0,0.0,0.0
1727242312645022221,-2.57,0.0,0.0,0.0,0.0,0.0
1727242312652647185,-2.554,0.0,0.0,0.0,0.0,0.0
1727242312668712252,-2.538,0.0,0.0,0.0,0.0,0.0
1727242312684665231,-2.522,0.0,0.0,0.0,0.0,0.0
1727242312700759883,-2.498,0.0,0.0,0.0,0.0,0.0
1727242312710882577,-2.498,0.0,0.0,0.0,0.0,0.0
1727242312712896993,-2.474,0.0,0.0,0.0,0.0,0.0
1727242312733331020,-2.45,0.0,0.0,0.0,0.0,0.0
1727242312748988312,-2.419,0.0,0.0,0.0,0.0,0.0
1727242312765011446,-2.387,0.0,0.0,0.0,0.0,0.0
1727242312780943853,-2.347,0.0,0.0,0.0,0.0,0.0
1727242312792895183,-2.307,0.0,0.0,0.0,0.0,0.0
1727242312808867400,-2.275,0.0,0.0,0.0,0.0,0.0
1727242312810484165,-2.275,0.0,0.0,0.0,0.0,0.0
1727242312825015529,-2.243,0.0,0.0,0.0,0.0,0.0
1727242312840793583,-2.219,0.0,0.0,0.0,0.0,0.0
1727242312857289168,-2.188,0.0,0.0,0.0,0.0,0.0
1727242312872910275,-2.156,0.0,0.0,0.0,0.0,0.0
1727242312892874086,-2.132,0.0,0.0,0.0,0.0,0.0
1727242312900760754,-2.1,0.0,0.0,0.0,0.0,0.0
1727242312914055216,-2.1,0.0,0.0,0.0,0.0,0.0
1727242312916812809,-2.068,0.0,0.0,0.0,0.0,0.0
1727242312932807275,-2.044,0.0,0.0,0.0,0.0,0.0
1727242312948826764,-2.012,0.0,0.0,0.0,0.0,0.0
1727242312972878237,-1.981,0.0,0.0,0.0,0.0,0.0
1727242312980927973,-1.949,0.0,0.0,0.0,0.0,0.0
1727242313000806274,-1.917,0.0,0.0,0.0,0.0,0.0
1727242313010656509,-1.917,0.0,0.0,0.0,0.0,0.0
1727242313012901187,-1.877,0.0,0.0,0.0,0.0,0.0
1727242313033126845,-1.845,0.0,0.0,0.0,0.0,0.0
1727242313048972402,-1.805,0.0,0.0,0.0,0.0,0.0
1727242313061062792,-1.765,0.0,0.0,0.0,0.0,0.0
1727242313076995870,-1.718,0.0,0.0,0.0,0.0,0.0
1727242313097035789,-1.662,0.0,0.0,0.0,0.0,0.0
1727242313108929127,-1.598,0.0,0.0,0.0,0.0,0.0
1727242313111133667,-1.598,0.0,0.0,0.0,0.0,0.0
1727242313145138822,-1.535,0.0,0.0,0.0,0.0,0.0
1727242313152901728,-1.471,0.0,0.0,0.0,0.0,0.0
1727242313164847911,-1.375,0.0,0.0,0.0,0.0,0.0
1727242313172707068,-1.28,0.0,0.0,0.0,0.0,0.0
1727242313192883132,-1.184,0.0,0.0,0.0,0.0,0.0
1727242313204881511,-1.104,0.0,0.0,0.0,0.0,0.0
1727242313210902768,-1.104,0.0,0.0,0.0,0.0,0.0
1727242313224859003,-1.033,0.0,0.0,0.0,0.0,0.0
1727242313232820708,-0.945,0.0,0.0,0.0,0.0,0.0
1727242313252973997,-0.85,0.0,0.0,0.0,0.0,0.0
1727242313264904479,-0.786,0.0,0.0,0.0,0.0,0.0
1727242313284895401,-0.714,0.0,0.0,0.0,0.0,0.0
1727242313292749734,-0.627,0.0,0.0,0.0,0.0,0.0
1727242313310956709,-0.627,0.0,0.0,0.0,0.0,0.0
1727242313312911268,-0.547,0.0,0.0,0.0,0.0,0.0
1727242313329110428,-0.467,0.0,0.0,0.0,0.0,0.0
1727242313344851369,-0.396,0.0,0.0,0.0,0.0,0.0
1727242313360965165,-0.324,0.0,0.0,0.0,0.0,0.0
1727242313380925149,-0.252,0.0,0.0,0.0,0.0,0.0
1727242313388773348,-0.181,0.0,0.0,0.0,0.0,0.0
1727242313408932919,-0.101,0.0,0.0,0.0,0.0,0.0
1727242313410728697,-0.101,0.0,0.0,0.0,0.0,0.0
1727242313420971600,-0.029,0.0,0.0,0.0,0.0,0.0
1727242313441358110,0.035,0.0,0.0,0.0,0.0,0.0
1727242313457082739,0.09,0.0,0.0,0.0,0.0,0.0
1727242313473163601,0.146,0.0,0.0,0.0,0.0,0.0
1727242313489112743,0.21,0.0,0.0,0.0,0.0,0.0
1727242313505093356,0.258,0.0,0.0,0.0,0.0,0.0
1727242313511137517,0.258,0.0,0.0,0.0,0.0,0.0
1727242313517067384,0.305,0.0,0.0,0.0,0.0,0.0
1727242313533162631,0.361,0.0,0.0,0.0,0.0,0.0
1727242313549093879,0.401,0.0,0.0,0.0,0.0,0.0
1727242313565165882,0.449,0.0,0.0,0.0,0.0,0.0
1727242313576834362,0.488,0.0,0.0,0.0,0.0,0.0
1727242313593088775,0.536,0.0,0.0,0.0,0.0,0.0
1727242313609125765,0.576,0.0,0.0,0.0,0.0,0.0
1727242313610975347,0.576,0.0,0.0,0.0,0.0,0.0
1727242313632927232,0.616,0.0,0.0,0.0,0.0,0.0
1727242313657206168,0.648,0.0,0.0,0.0,0.0,0.0
1727242313664929283,0.696,0.0,0.0,0.0,0.0,0.0
1727242313676856631,0.743,0.0,0.0,0.0,0.0,0.0
1727242313693140356,0.783,0.0,0.0,0.0,0.0,0.0
1727242313709057558,0.831,0.0,0.0,0.0,0.0,0.0
1727242313711293318,0.831,0.0,0.0,0.0,0.0,0.0
1727242313721135132,0.871,0.0,0.0,0.0,0.0,0.0
1727242313737427849,0.911,0.0,0.0,0.0,0.0,0.0
1727242313753261818,0.958,0.0,0.0,0.0,0.0,0.0
1727242313769287246,0.998,0.0,0.0,0.0,0.0,0.0
1727242313781061804,1.03,0.0,0.0,0.0,0.0,0.0
1727242313797409288,1.062,0.0,0.0,0.0,0.0,0.0
1727242313811462645,1.062,0.0,0.0,0.0,0.0,0.0
1727242313813167253,1.094,0.0,0.0,0.0,0.0,0.0
1727242313829177353,1.126,0.0,0.0,0.0,0.0,0.0
1727242313845116755,1.158,0.0,0.0,0.0,0.0,0.0
1727242313857195047,1.181,0.0,0.0,0.0,0.0,0.0
1727242313877332186,1.213,0.0,0.0,0.0,0.0,0.0
1727242313893127876,1.245,0.0,0.0,0.0,0.0,0.0
1727242313909396924,1.269,0.0,0.0,0.0,0.0,0.0
1727242313914340473,1.269,0.0,0.0,0.0,0.0,0.0
1727242313925120287,1.293,0.0,0.0,0.0,0.0,0.0
1727242313937153767,1.317,0.0,0.0,0.0,0.0,0.0
1727242313953094130,1.341,0.0,0.0,0.0,0.0,0.0
1727242313969259309,1.365,0.0,0.0,0.0,0.0,0.0
1727242313985123562,1.381,0.0,0.0,0.0,0.0,0.0
1727242314009164141,1.404,0.0,0.0,0.0,0.0,0.0
1727242314010958608,1.404,0.0,0.0,0.0,0.0,0.0
1727242314021059161,1.428,0.0,0.0,0.0,0.0,0.0
1727242314041119683,1.444,0.0,0.0,0.0,0.0,0.0
1727242314049001590,1.468,0.0,0.0,0.0,0.0,0.0
1727242314069040185,1.484,0.0,0.0,0.0,0.0,0.0
1727242314080995907,1.5,0.0,0.0,0.0,0.0,0.0
1727242314111213605,1.5,0.0,0.0,0.0,0.0,0.0
1727242314211212924,1.5,0.0,0.0,0.0,0.0,0.0
1727242314311272271,1.5,0.0,0.0,0.0,0.0,0.0
1727242314411332452,1.5,0.0,0.0,0.0,0.0,0.0
1727242314511301397,1.5,0.0,0.0,0.0,0.0,0.0
1727242314611301765,1.5,0.0,0.0,0.0,0.0,0.0
1727242314711262375,1.5,0.0,0.0,0.0,0.0,0.0
1727242314811287706,1.5,0.0,0.0,0.0,0.0,0.0
1727242314917256779,1.5,0.0,0.0,0.0,0.0,0.0
1727242315011075737,1.5,0.0,0.0,0.0,0.0,0.0
1727242315111112242,1.5,0.0,0.0,0.0,0.0,0.0
1727242315211458092,1.5,0.0,0.0,0.0,0.0,0.0
1727242315310792039,1.5,0.0,0.0,0.0,0.0,0.0
1727242315410706926,1.5,0.0,0.0,0.0,0.0,0.0
1727242315510469480,1.5,0.0,0.0,0.0,0.0,0.0
1727242315610631578,1.5,0.0,0.0,0.0,0.0,0.0
1727242315711369320,1.5,0.0,0.0,0.0,0.0,0.0
1727242315810489504,1.5,0.0,0.0,0.0,0.0,0.0
1727242315916381356,1.5,0.0,0.0,0.0,0.0,0.0
1727242316010401229,1.5,0.0,0.0,0.0,0.0,0.0
1727242316110400373,1.5,0.0,0.0,0.0,0.0,0.0
1727242316210562168,1.5,0.0,0.0,0.0,0.0,0.0
1727242316310587638,1.5,0.0,0.0,0.0,0.0,0.0
1727242316410515088,1.5,0.0,0.0,0.0,0.0,0.0
1727242316510723348,1.5,0.0,0.0,0.0,0.0,0.0
1727242316513711834,1.484,0.0,0.0,0.0,0.0,0.0
1727242316529483757,1.468,0.0,0.0,0.0,0.0,0.0
1727242316549686627,1.46,0.0,0.0,0.0,0.0,0.0
1727242316565498809,1.444,0.0,0.0,0.0,0.0,0.0
1727242316585775086,1.428,0.0,0.0,0.0,0.0,0.0
1727242316597559257,1.412,0.0,0.0,0.0,0.0,0.0
1727242316609399721,1.396,0.0,0.0,0.0,0.0,0.0
1727242316610252753,1.396,0.0,0.0,0.0,0.0,0.0
1727242316625569101,1.381,0.0,0.0,0.0,0.0,0.0
1727242316641767918,1.365,0.0,0.0,0.0,0.0,0.0
1727242316657610849,1.349,0.0,0.0,0.0,0.0,0.0
1727242316673571206,1.341,0.0,0.0,0.0,0.0,0.0
1727242316685548977,1.325,0.0,0.0,0.0,0.0,0.0
1727242316701450190,1.309,0.0,0.0,0.0,0.0,0.0
1727242316710464806,1.309,0.0,0.0,0.0,0.0,0.0
1727242316725859247,1.301,0.0,0.0,0.0,0.0,0.0
1727242316737640245,1.285,0.0,0.0,0.0,0.0,0.0
1727242316753521631,1.269,0.0,0.0,0.0,0.0,0.0
1727242316765622834,1.253,0.0,0.0,0.0,0.0,0.0
1727242316781573592,1.237,0.0,0.0,0.0,0.0,0.0
1727242316797534527,1.229,0.0,0.0,0.0,0.0,0.0
1727242316810692249,1.229,0.0,0.0,0.0,0.0,0.0
1727242316813504972,1.213,0.0,0.0,0.0,0.0,0.0
1727242316833649552,1.205,0.0,0.0,0.0,0.0,0.0
1727242316841643489,1.189,0.0,0.0,0.0,0.0,0.0
1727242316857521039,1.173,0.0,0.0,0.0,0.0,0.0
1727242316873648094,1.158,0.0,0.0,0.0,0.0,0.0
1727242316889964440,1.142,0.0,0.0,0.0,0.0,0.0
1727242316909947877,1.126,0.0,0.0,0.0,0.0,0.0
1727242316913892427,1.126,0.0,0.0,0.0,0.0,0.0
1727242316925597947,1.11,0.0,0.0,0.0,0.0,0.0
1727242316937573641,1.094,0.0,0.0,0.0,0.0,0.0
1727242316957846240,1.078,0.0,0.0,0.0,0.0,0.0
1727242316973654368,1.062,0.0,0.0,0.0,0.0,0.0
1727242316989769094,1.054,0.0,0.0,0.0,0.0,0.0
1727242317009766898,1.046,0.0,0.0,0.0,0.0,0.0
1727242317011321347,1.046,0.0,0.0,0.0,0.0,0.0
1727242317017915208,1.038,0.0,0.0,0.0,0.0,0.0
1727242317037772594,1.03,0.0,0.0,0.0,0.0,0.0
1727242317049854063,1.014,0.0,0.0,0.0,0.0,0.0
1727242317073686025,0.998,0.0,0.0,0.0,0.0,0.0
1727242317085787564,0.99,0.0,0.0,0.0,0.0,0.0
1727242317093518921,0.974,0.0,0.0,0.0,0.0,0.0
1727242317110614884,0.974,0.0,0.0,0.0,0.0,0.0
1727242317113578531,0.966,0.0,0.0,0.0,0.0,0.0
1727242317129715494,0.95,0.0,0.0,0.0,0.0,0.0
1727242317145708953,0.935,0.0,0.0,0.0,0.0,0.0
1727242317161549329,0.919,0.0,0.0,0.0,0.0,0.0
1727242317177628482,0.903,0.0,0.0,0.0,0.0,0.0
1727242317189449896,0.887,0.0,0.0,0.0,0.0,0.0
1727242317205568704,0.871,0.0,0.0,0.0,0.0,0.0
1727242317210339185,0.871,0.0,0.0,0.0,0.0,0.0
1727242317241599827,0.855,0.0,0.0,0.0,0.0,0.0
1727242317249420951,0.839,0.0,0.0,0.0,0.0,0.0
1727242317261859339,0.831,0.0,0.0,0.0,0.0,0.0
1727242317269454932,0.823,0.0,0.0,0.0,0.0,0.0
1727242317285619554,0.807,0.0,0.0,0.0,0.0,0.0
1727242317305640587,0.799,0.0,0.0,0.0,0.0,0.0
1727242317310611797,0.799,0.0,0.0,0.0,0.0,0.0
1727242317317832778,0.783,0.0,0.0,0.0,0.0,0.0
1727242317337752203,0.767,0.0,0.0,0.0,0.0,0.0
1727242317345758415,0.759,0.0,0.0,0.0,0.0,0.0
1727242317365549990,0.743,0.0,0.0,0.0,0.0,0.0
1727242317381552522,0.727,0.0,0.0,0.0,0.0,0.0
1727242317397663951,0.712,0.0,0.0,0.0,0.0,0.0
1727242317410718779,0.712,0.0,0.0,0.0,0.0,0.0
1727242317413539465,0.696,0.0,0.0,0.0,0.0,0.0
1727242317429710474,0.68,0.0,0.0,0.0,0.0,0.0
1727242317441668480,0.664,0.0,0.0,0.0,0.0,0.0
1727242317457704183,0.648,0.0,0.0,0.0,0.0,0.0
1727242317473541653,0.632,0.0,0.0,0.0,0.0,0.0
1727242317489787670,0.616,0.0,0.0,0.0,0.0,0.0
1727242317501506629,0.6,0.0,0.0,0.0,0.0,0.0
1727242317510405592,0.6,0.0,0.0,0.0,0.0,0.0
1727242317521652713,0.584,0.0,0.0,0.0,0.0,0.0
1727242317537673811,0.576,0.0,0.0,0.0,0.0,0.0
1727242317553688012,0.56,0.0,0.0,0.0,0.0,0.0
1727242317581831652,0.544,0.0,0.0,0.0,0.0,0.0
1727242317589459332,0.528,0.0,0.0,0.0,0.0,0.0
1727242317601562092,0.52,0.0,0.0,0.0,0.0,0.0
1727242317610431680,0.52,0.0,0.0,0.0,0.0,0.0
1727242317613498347,0.504,0.0,0.0,0.0,0.0,0.0
1727242317629762169,0.496,0.0,0.0,0.0,0.0,0.0
1727242317645618898,0.488,0.0,0.0,0.0,0.0,0.0
1727242317661603599,0.481,0.0,0.0,0.0,0.0,0.0
1727242317689736683,0.473,0.0,0.0,0.0,0.0,0.0
1727242317710712742,0.473,0.0,0.0,0.0,0.0,0.0
1727242317749665576,0.465,0.0,0.0,0.0,0.0,0.0
1727242317811313417,0.465,0.0,0.0,0.0,0.0,0.0
1727242317913733028,0.465,0.0,0.0,0.0,0.0,0.0
1727242317949780989,0.473,0.0,0.0,0.0,0.0,0.0
1727242317961646210,0.481,0.0,0.0,0.0,0.0,0.0
1727242317977758798,0.496,0.0,0.0,0.0,0.0,0.0
1727242317993768469,0.512,0.0,0.0,0.0,0.0,0.0
1727242318009678420,0.528,0.0,0.0,0.0,0.0,0.0
1727242318010292118,0.528,0.0,0.0,0.0,0.0,0.0
1727242318021580540,0.536,0.0,0.0,0.0,0.0,0.0
1727242318037811145,0.552,0.0,0.0,0.0,0.0,0.0
1727242318065759488,0.568,0.0,0.0,0.0,0.0,0.0
1727242318073848633,0.584,0.0,0.0,0.0,0.0,0.0
1727242318085628037,0.6,0.0,0.0,0.0,0.0,0.0
1727242318106041133,0.608,0.0,0.0,0.0,0.0,0.0
1727242318110897180,0.608,0.0,0.0,0.0,0.0,0.0
1727242318117653765,0.624,0.0,0.0,0.0,0.0,0.0
1727242318133779297,0.64,0.0,0.0,0.0,0.0,0.0
1727242318149785808,0.656,0.0,0.0,0.0,0.0,0.0
1727242318165855481,0.672,0.0,0.0,0.0,0.0,0.0
1727242318181950565,0.68,0.0,0.0,0.0,0.0,0.0
1727242318193611450,0.696,0.0,0.0,0.0,0.0,0.0
1727242318209940581,0.712,0.0,0.0,0.0,0.0,0.0
1727242318210434040,0.712,0.0,0.0,0.0,0.0,0.0
1727242318225655821,0.727,0.0,0.0,0.0,0.0,0.0
1727242318241743172,0.743,0.0,0.0,0.0,0.0,0.0
1727242318265853287,0.759,0.0,0.0,0.0,0.0,0.0
1727242318277642432,0.775,0.0,0.0,0.0,0.0,0.0
1727242318289707101,0.783,0.0,0.0,0.0,0.0,0.0
1727242318305752699,0.799,0.0,0.0,0.0,0.0,0.0
1727242318310627964,0.799,0.0,0.0,0.0,0.0,0.0
1727242318325754977,0.815,0.0,0.0,0.0,0.0,0.0
1727242318337643370,0.831,0.0,0.0,0.0,0.0,0.0
1727242318353710696,0.847,0.0,0.0,0.0,0.0,0.0
1727242318365790430,0.863,0.0,0.0,0.0,0.0,0.0
1727242318381916474,0.871,0.0,0.0,0.0,0.0,0.0
