time,velocity_x,acceleration
0.018492698669433594,0.2620179355144501,4.0
0.03476285934448242,0.29238566756248474,1.0150492581576902
0.051035165786743164,0.3224618136882782,2.9336082971521362
0.06734561920166016,0.3224618136882782,2.3740274885859147
0.08442211151123047,0.3524288237094879,2.079615016312502
0.10188007354736328,0.38210660219192505,1.237278579281908
0.11919212341308594,0.41090139746665955,3.0575985643287624
0.13701295852661133,0.43938764929771423,3.6305325879859476
0.15437102317810059,0.4670131802558899,4.0
0.17377281188964844,0.4940900206565857,4.0
0.19124174118041992,0.5216068029403687,2.4193479248846135
0.20838522911071777,0.5216068029403687,1.0228477445408943
0.22553491592407227,0.5499653220176697,4.0
0.2434530258178711,0.5788012742996216,3.4920249987673246
0.26117563247680664,0.6069499254226685,1.9351558376428146
0.27892470359802246,0.63475501537323,4.0
0.29669713973999023,0.63475501537323,3.7883377548161503
0.3137991428375244,0.6632936596870422,2.6035748855944183
0.33091020584106445,0.6918757557868958,3.0584574015411983
0.3478684425354004,0.7204332947731018,1.0753692007405817
0.36460256576538086,0.7493263483047485,1.7799391509432985
0.38184642791748047,0.7782033085823059,3.7226138229762227
0.39873671531677246,0.7782033085823059,2.318127390445208
0.41634130477905273,0.8065497875213623,2.0340536715169746
0.4336209297180176,0.8065497875213623,2.729229846608429
0.45179033279418945,0.8608989715576172,3.550088218789258
0.46865224838256836,0.9153705835342407,4.0
0.485734224319458,0.9153705835342407,4.0
0.5026044845581055,0.9153705835342407,2.2742287100477974
0.5200543403625488,0.9693253040313721,3.233851952424328
0.5372319221496582,0.9973584413528442,3.4085649195402654
0.553865909576416,1.025836706161499,4.0
0.5707809925079346,1.054323434829712,3.9957997416912465
0.5878922939300537,1.054323434829712,2.9761946661044516
0.6050693988800049,1.0832207202911377,4.0
0.6222059726715088,1.1127564907073975,3.5838074206948347
0.6393322944641113,1.1428414583206177,3.7540808687210956
0.6561272144317627,1.1732679605484009,1.0214663177676697
0.6734416484832764,1.1732679605484009,3.3809763899015524
0.6911213397979736,1.1732679605484009,1.5248760437788
0.7088918685913086,1.2358766794204712,2.031002995233564
0.7285261154174805,1.2667460441589355,4.0
0.7457790374755859,1.2958762645721436,3.747778492368324
0.7625365257263184,1.2958762645721436,4.0
0.7798905372619629,1.3514792919158936,1.1846167897347892
0.796755313873291,1.3514792919158936,1.137578756774265
0.8132812976837158,1.3799464702606201,2.6344247578055207
0.8300416469573975,1.4093459844589233,4.0
0.8469858169555664,1.4386506080627441,2.1168327505959157
0.864220142364502,1.466909408569336,2.523661089308338
0.8823506832122803,1.4954156875610352,3.034287656642195
0.8993229866027832,1.4954156875610352,3.737765907750536
0.9166452884674072,1.5241448879241943,1.5776241769705641
0.933664083480835,1.5522546768188477,3.238057807374643
0.9506802558898926,1.6087663173675537,2.761071260244517
0.9677362442016602,1.6087663173675537,1.7364527663167606
0.9851522445678711,1.6649529933929443,4.0
1.001694679260254,1.6649816036224365,1.9085593387917066
1.0182933807373047,1.69302499294281,2.1775988383216243
1.0346522331237793,1.7213592529296875,2.8035831918281584
1.051215410232544,1.7499626874923706,1.8427835122921237
1.0679523944854736,1.7499626874923706,2.4671757549996176
1.0848264694213867,1.7777283191680908,1.1422934483226679
1.101222276687622,1.8052384853363037,3.359183685532735
1.118098497390747,1.832327961921692,1.8468477537967898
1.134504795074463,1.8582180738449097,4.0
1.1510639190673828,1.8837257623672485,2.142339489613301
1.1675710678100586,1.8837257623672485,4.0
1.1841816902160645,1.8837257623672485,4.0
1.200744867324829,1.9350099563598633,4.0
1.2172892093658447,1.9350099563598633,1.4119720564877891
1.2333440780639648,1.9614746570587158,2.3345222529473157
1.250009536743164,1.9884010553359985,2.689938111570325
1.2666513919830322,2.0163815021514893,1.3879813518092634
1.2834854125976562,2.0447235107421875,1.2444333227700102
1.3001518249511719,2.0447235107421875,4.0
1.3168010711669922,2.0723788738250732,2.123030552773681
1.3336081504821777,2.099341869354248,4.0
1.34975266456604,2.1257381439208984,3.750710484217573
1.3663990497589111,2.151689052581787,4.0
1.3829739093780518,2.1781699657440186,3.4947866143122077
1.3992905616760254,2.1781699657440186,3.5210793752667624
1.4157030582427979,2.20522403717041,4.0
1.4336576461791992,2.20522403717041,3.568525201233644
1.4503166675567627,2.2620649337768555,3.7078589489627944
1.4669804573059082,2.291594982147217,4.0
1.4837913513183594,2.322145938873291,3.094096644092751
1.500138759613037,2.322145938873291,3.178598277649325
1.5163805484771729,2.3537817001342773,1.0914957832293521
1.533492088317871,2.3857433795928955,2.7748264188984733
1.549821138381958,2.41776180267334,1.696663390942863
1.5660178661346436,2.449321746826172,1.08784265917894
1.5827314853668213,2.479527235031128,1.6894238644868529
1.5994617938995361,2.479527235031128,1.4171174101281832
1.6163692474365234,2.5080838203430176,3.2944006335217586
1.6328649520874023,2.535294532775879,2.236477551979796
1.649479627609253,2.535294532775879,1.3314688109321278
1.6660444736480713,2.585524559020996,3.470888030433253
1.6828882694244385,2.585524559020996,4.0
1.6995258331298828,2.6341476440429688,4.0
1.7160000801086426,2.6341476440429688,3.6908100385027858
1.732607364654541,2.6580450534820557,4.0
1.749901533126831,2.682222366333008,3.4008850359379945
1.7664175033569336,2.7080483436584473,3.851890178432853
1.7841219902038574,2.7080483436584473,4.0
1.800421953201294,2.735671281814575,3.0951776719011637
1.8166463375091553,2.765152931213379,1.8192892079417833
1.8336567878723145,2.765152931213379,3.2801132241553406
1.8503327369689941,2.8273773193359375,2.1432289525013406
1.8668475151062012,2.859560489654541,4.0
1.8831923007965088,2.8907551765441895,2.2952241259587884
1.8997061252593994,2.8907551765441895,4.0
1.916184425354004,2.920961856842041,4.0
1.9328134059906006,2.94983172416687,3.8555457437513514
1.9497482776641846,2.97737455368042,3.0888880153406033
1.9663150310516357,3.0048329830169678,3.611039903001578
1.9827275276184082,3.033412456512451,2.1480311190547807
1.9990644454956055,3.033412456512451,2.8982275058764944
2.0154833793640137,3.0637941360473633,3.0175146771951407
2.0319483280181885,3.094761371612549,2.793969784685397
2.048654794692993,3.125246524810791,3.928603740624405
2.065767765045166,3.154897451400757,4.0
2.08202862739563,3.1837663650512695,1.3662744472013104
2.098443031311035,3.1837663650512695,2.163731184147427
2.1149532794952393,3.213012218475342,4.0
2.132448673248291,3.24295973777771,4.0
2.1490509510040283,3.2725062370300293,3.3678870285075244
2.16560435295105,3.30149507522583,1.9318195106266458
2.1822845935821533,3.331313133239746,2.9289309108424257
2.200033187866211,3.3620331287384033,4.0
2.219588041305542,3.393662929534912,2.5682428620410542
2.236478567123413,3.4248390197753906,2.6672489976060874
2.2529284954071045,3.4561867713928223,3.3648298717705396
2.2692408561706543,3.487278461456299,1.643650703902189
2.285879611968994,3.487278461456299,3.1723047726676623
2.3027524948120117,3.517350435256958,2.3477923083003756
2.319000482559204,3.5464208126068115,1.8960877767328181
2.3353946208953857,3.5751523971557617,1.1335882628805845
2.352529764175415,3.603304862976074,2.5023078132776186
2.369070291519165,3.629831075668335,4.0
2.385678768157959,3.629831075668335,2.552006907694076
2.402223825454712,3.6764426231384277,3.337774982858023
2.4189276695251465,3.676624298095703,3.9083103779617834
2.4359357357025146,3.699326753616333,2.001165331594243
2.4528141021728516,3.7241289615631104,1.9974822297966721
2.4692697525024414,3.751690149307251,3.82668784995591
2.4863321781158447,3.751690149307251,4.0
2.5035505294799805,3.7811245918273926,3.3028215115857895
2.52225923538208,3.7811245918273926,3.039117973857897
2.545632839202881,3.8390419483184814,3.032334980345285
2.5637903213500977,3.8687469959259033,4.0
2.580627679824829,3.898756980895996,3.5745340091702706
2.5971901416778564,3.92869234085083,3.9940177194110213
2.61399507522583,3.92869234085083,2.3136053866971347
2.630467414855957,3.9592742919921875,2.178928880521217
2.6470956802368164,3.990861654281616,1.0933653770587894
2.6637814044952393,4.022234916687012,4.0
2.68038272857666,4.051486968994141,2.836623257316616
2.697068929672241,4.076601982116699,2.841414453489274
2.713549852371216,4.076601982116699,3.1493738555748645
2.73008131980896,4.076601982116699,1.0040492922560045
2.7466962337493896,4.121188640594482,3.11862961780373
2.7634470462799072,4.144147872924805,2.0998320696289583
2.7803826332092285,4.167478561401367,1.1135425037190516
2.7968201637268066,4.190859794616699,1.4878704897718622
2.813286304473877,4.190859794616699,1.6306847235736677
2.829915761947632,4.215106964111328,1.3766337973092573
2.8465445041656494,4.238509178161621,1.2638755218182895
2.8626911640167236,4.2598395347595215,1.4843356004974315
2.88254451751709,4.2788262367248535,4.0
2.89955735206604,4.295241355895996,1.7075798957821364
2.916278600692749,4.295241355895996,4.0
2.9326276779174805,4.309929847717285,1.9412465450366274
2.949265956878662,4.326145648956299,1.6477595897890271
2.96600341796875,4.351809501647949,3.824064515664366
2.9825260639190674,4.387035369873047,4.0
2.9989943504333496,4.4229841232299805,4.0
3.0154545307159424,4.4229841232299805,2.6600670977657215
3.0318994522094727,4.457887649536133,2.78519851618396
3.048327922821045,4.488606929779053,2.454798998661289
3.064760446548462,4.514626502990723,2.375584509893821
3.081606864929199,4.53446102142334,1.3045376921354261
3.098158597946167,4.546849250793457,2.6555952174998882
3.1154215335845947,4.546849250793457,1.353225664958933
3.132770538330078,4.561671257019043,4.0
3.1535937786102295,4.561786651611328,1.9576274229256834
3.171226978302002,4.571860313415527,2.6427002083656745
3.187880516052246,4.5918169021606445,1.7605896725523102
3.2048370838165283,4.624178886413574,1.799817348689852
3.221430540084839,4.624178886413574,4.0
3.2381742000579834,4.6589484214782715,2.1293400735034984
3.2546403408050537,4.6919636726379395,1.4519981966137254
3.2714805603027344,4.725179195404053,4.0
3.288484811782837,4.7550740242004395,2.9029423250277366
3.3052303791046143,4.780327320098877,2.1109893722843616
3.32175350189209,4.780327320098877,1.3858915361883417
3.3384413719177246,4.799748420715332,3.97003689722796
3.3558061122894287,4.824604511260986,3.6707540434209647
3.3733105659484863,4.835315704345703,1.3153755533355844
3.38984751701355,4.85039758682251,3.3421757075992518
3.4066014289855957,4.85039758682251,1.9058595605874444
3.423189163208008,4.875560760498047,3.68055969904391
3.439539670944214,4.9056243896484375,4.0
3.45617938041687,4.934407711029053,2.990392998612626
3.473036766052246,4.962918281555176,3.5626648252423756
3.4901463985443115,4.991253852844238,1.49691310126715
3.5068156719207764,4.991253852844238,1.1124312021477025
3.523385763168335,5.016321659088135,1.9426938298532872
3.5398972034454346,5.0432329177856445,2.0137314018832466
3.5567517280578613,5.0432329177856445,1.338071433945247
3.5745677947998047,5.0432329177856445,4.0
3.5909957885742188,5.111719131469727,1.274231334900449
3.6075050830841064,5.111719131469727,2.008042813735225
3.624048948287964,5.1279449462890625,1.6368609980663393
3.6406283378601074,5.14304780960083,1.8781654904113423
3.65755033493042,5.160253524780273,4.0
3.6741392612457275,5.179556846618652,2.4763140305320563
3.6908817291259766,5.200351715087891,3.5780450222300484
3.7074713706970215,5.200351715087891,3.5627484786616743
3.723982572555542,5.221888542175293,4.0
3.74078369140625,5.243563175201416,1.4242455356435149
3.757568120956421,5.262319087982178,2.799328016163665
3.774317502975464,5.2794084548950195,1.4176657170427749
3.791391611099243,5.296896457672119,1.5755788606322936
3.8082470893859863,5.296896457672119,2.174022999676845
3.8249409198760986,5.3142266273498535,3.8341606522517924
3.8415002822875977,5.32959508895874,3.9336436618984094
3.8580331802368164,5.3464436531066895,1.3645805887042632
3.8744616508483887,5.360713005065918,2.5600224693753555
3.890932083129883,5.377140045166016,4.0
3.9077248573303223,5.377140045166016,2.446486602634904
3.9247641563415527,5.407808303833008,3.0679493869682015
3.9415388107299805,5.407811164855957,1.3092809607962534
3.958239793777466,5.424334526062012,2.8987349673536436
3.974813222885132,5.442253112792969,2.086916334199416
3.991644859313965,5.459641933441162,3.305625346402384
4.008291006088257,5.477096080780029,3.8293708595806004
4.02463173866272,5.477096080780029,2.0172555288727816
4.040661096572876,5.494667053222656,2.7500201273089053
4.056831359863281,5.512746334075928,2.883038444122863
4.073009014129639,5.531491756439209,3.4516931970665787
4.08927321434021,5.550353050231934,3.9462336531191324
4.105322599411011,5.550353050231934,3.533288219639107
4.121538400650024,5.550353050231934,4.0
4.138715982437134,5.570485591888428,3.2102581882609433
